,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
134,134,Georgia,931,3,15,0,794,122,5
135,135,Mozambique,889,0,6,0,232,651,0
136,136,Uganda,889,0,0,0,819,70,0
137,137,Chad,866,0,74,0,781,11,0
138,138,Andorra,855,0,52,0,799,4,0
139,139,Libya,824,0,24,0,209,591,0
140,140,Eswatini,812,0,11,0,408,393,5
141,141,Liberia,780,0,36,0,324,420,0
142,142,Sao Tome and Principe,714,0,13,0,236,465,0
143,143,Diamond Princess,712,0,13,0,651,48,4
144,144,Jamaica,702,4,10,0,553,139,0
145,145,San Marino,698,0,42,0,656,0,0
146,146,Malta,670,0,9,0,640,21,0
147,147,Togo,650,0,14,0,402,234,2
148,148,Zimbabwe,591,0,7,0,162,422,0
149,149,Channel Islands,571,0,47,0,512,12,0
150,150,Montenegro,548,0,12,0,315,221,0
151,151,Réunion,526,0,2,0,472,52,4
152,152,Suriname,515,0,13,0,227,275,7
153,153,Tanzania,509,0,21,0,183,305,7
154,154,Taiwan,447,0,7,0,437,3,0
155,155,Vietnam,355,0,0,0,335,20,1
156,156,Mauritius,341,0,10,0,326,5,0
157,157,Isle of Man,336,0,24,0,312,0,0
158,158,Comoros,303,0,7,0,200,96,0
159,159,Myanmar,299,0,6,0,222,71,0
160,160,Angola,284,0,13,0,93,178,6
161,161,Syria,279,0,9,0,105,165,0
162,162,Guyana,245,0,12,0,114,119,1
163,163,Martinique,242,0,14,0,98,130,0
164,164,Botswana,227,0,1,0,28,198,1
165,165,Mongolia,220,0,0,0,176,44,9
166,166,Namibia,205,0,0,0,24,181,1
167,167,Eritrea,203,0,0,0,53,150,0
168,168,Cayman Islands,200,0,1,0,191,8,0
169,169,Faeroe Islands,187,0,0,0,187,0,0
170,170,Guadeloupe,182,0,14,0,157,11,2
171,171,Gibraltar,177,0,0,0,176,1,0
172,172,Burundi,170,0,1,0,115,54,0
173,173,Bermuda,146,0,9,0,135,2,1
174,174,Brunei ,141,0,3,0,138,0,0
175,175,Cambodia,141,0,0,0,130,11,1
176,176,Trinidad and Tobago,130,0,8,0,113,9,0
177,177,Bahamas,104,0,11,0,87,6,1
178,178,Monaco,103,0,4,0,95,4,0
179,179,Aruba,103,0,3,0,98,2,0
180,180,Barbados,97,0,7,0,90,0,1
181,181,Liechtenstein,82,0,1,0,81,0,0
182,182,Seychelles,81,0,0,0,11,70,0
183,183,Sint Maarten,77,0,15,0,62,0,0
184,184,Bhutan,77,0,0,0,48,29,0
185,185,Antigua and Barbuda,69,0,3,0,22,44,1
186,186,French Polynesia,62,0,0,0,60,2,0
187,187,Gambia,49,0,2,0,27,20,0
188,188,Macao,46,0,0,0,45,1,0
189,189,Saint Martin,43,0,3,0,37,3,1
190,190,Turks and Caicos,41,0,2,0,11,28,0
191,191,St. Vincent Grenadines,29,0,0,0,29,0,0
192,192,Lesotho,27,0,0,0,4,23,0
193,193,Belize,24,0,2,0,18,4,0
194,194,Timor-Leste,24,0,0,0,24,0,0
195,195,Curaçao,23,0,1,0,19,3,0
196,196,Grenada,23,0,0,0,23,0,0
197,197,New Caledonia,21,0,0,0,21,0,0
198,198,Laos,19,0,0,0,19,0,0
199,199,Saint Lucia,19,0,0,0,19,0,0
200,200,Dominica,18,0,0,0,18,0,0
201,201,Fiji,18,0,0,0,18,0,0
202,202,Saint Kitts and Nevis,15,0,0,0,15,0,0
203,203,Falkland Islands,13,0,0,0,13,0,0
204,204,Greenland,13,0,0,0,13,0,0
205,205,Vatican City,12,0,0,0,12,0,0
206,206,Montserrat,11,0,1,0,10,0,0
207,207,Papua New Guinea,11,0,0,0,8,3,0
208,208,Western Sahara,10,0,1,0,8,1,0
209,209,MS Zaandam,9,0,2,0,0,7,0
210,210,British Virgin Islands,8,0,1,0,7,0,0
211,211,Caribbean Netherlands,7,0,0,0,7,0,0
212,212,St. Barth,6,0,0,0,6,0,0
213,213,Anguilla,3,0,0,0,3,0,0
214,214,Saint Pierre Miquelon,1,0,0,0,1,0,0
215,215,China,83534,3,4634,0,78479,421,7
216,0,Total:,3185129,7048,169708,696,1396090,1619331,19007
217,0,Total:,2238884,1094,85447,52,1312263,841174,12802
218,0,Total:,2443007,667,191564,14,1372488,878955,5693
219,0,Total:,2307434,6011,57038,134,1516126,734270,19421
220,0,Total:,407925,0,10184,0,195397,202344,920
221,0,Total:,9560,84,126,0,8631,803,3
222,0,Total:,721,0,15,0,651,55,4
223,0,Total:,10592660,14904,514082,896,5801646,4276932,57850
